District,City,Store_ID,Store_Type,Product_Name,Category,Brand,Units_Sold,Revenue,Profit,Price,Stock_Level,Reorder_Level,Supplier,Delivery_Time_Days,Order_Date
Vellore,Vellore,TN-VEL-394,Convenience,Rice 5kg,Staples,Aachi,13,9693.97,1195.55,745.69,165,289,P&G,3,16-02-2025
Namakkal,Namakkal,TN-NAM-899,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,107,122994.36,10634.07,1149.48,857,72,Metro Cash & Carry,2,13-06-2024
Vellore,Vellore,TN-VEL-569,Supermarket,Instant Noodles 4-pack,Snacks,Maggi,150,87648,8646.42,584.32,51,245,ITC,6,06-10-2025
Sivaganga,Sivaganga,TN-SIV-184,Convenience,Wheat Flour 1kg,Staples,Annapurna,54,3874.5,501.33,71.75,848,282,HUL,7,19-01-2023
Chennai,Chennai,TN-CHE-237,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,291,202172.25,18556.78,694.75,267,266,Reliance Retail,6,22-07-2025
Pudukkottai,Pudukkottai,TN-PUD-325,Convenience,Toothpaste 150g,Personal Care,Colgate,264,161161.44,14730.67,610.46,503,278,ITC,10,18-01-2024
Tiruchirappalli,Srirangam,TN-TIR-684,Wholesale,Detergent 1kg,Home Care,Surf Excel,296,37805.12,3796.76,127.72,248,298,Local Distributor,9,26-04-2025
Cuddalore,Chidambaram,TN-CUD-795,Hypermarket,Sugar 1kg,Staples,Madhur,16,16870.08,1152.63,1054.38,972,176,Local Distributor,3,14-04-2025
Kanchipuram,Chengalpattu,TN-KAN-249,Mall Outlet,Sugar 1kg,Staples,Madhur,163,78820.28,9191.59,483.56,878,277,Metro Cash & Carry,3,17-10-2025
Salem,Attur,TN-SAL-102,Supermarket,Wheat Flour 1kg,Staples,Annapurna,77,3428.81,439.66,44.53,50,72,P&G,7,05-02-2023
Dindigul,Dindigul,TN-DIN-703,Supermarket,Garbage Bags,Home Care,Supreme,178,62330.26,13387.31,350.17,507,274,ITC,7,20-02-2024
Coimbatore,Pollachi,TN-COI-812,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,168,181498.8,39748.81,1080.35,931,105,Reliance Retail,10,16-02-2024
Chennai,Chennai,TN-CHE-159,Supermarket,Wheat Flour 1kg,Staples,Annapurna,31,19872.86,3359.26,641.06,240,66,Metro Cash & Carry,8,03-12-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-928,Convenience,Garbage Bags,Home Care,Supreme,27,6067.44,1084.49,224.72,971,109,P&G,5,13-05-2023
Dindigul,Dindigul,TN-DIN-739,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,122,9547.72,978.66,78.26,225,212,Reliance Retail,7,19-05-2025
Madurai,Madurai,TN-MAD-888,Wholesale,Milk 1L,Dairy,Aavin,92,59788.04,10674.52,649.87,524,251,ITC,3,08-10-2023
Kanchipuram,Kanchipuram,TN-KAN-457,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,239,256941.73,63279.23,1075.07,787,167,ITC,6,27-03-2024
Madurai,Madurai,TN-MAD-137,Convenience,Garbage Bags,Home Care,Supreme,113,92176.36,18281.92,815.72,8,270,Metro Cash & Carry,7,15-10-2025
Erode,Gobichettipalayam,TN-ERO-733,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,76,10009.2,1670.59,131.7,127,241,P&G,3,14-05-2025
Virudhunagar,Virudhunagar,TN-VIR-585,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,19,17362.39,1228.72,913.81,831,174,Reliance Retail,8,21-07-2023
Nagapattinam,Mayiladuthurai,TN-NAG-590,Wholesale,Sugar 1kg,Staples,Madhur,276,182264.88,44042.14,660.38,418,287,HUL,7,13-12-2025
Namakkal,Namakkal,TN-NAM-189,Wholesale,Tea 500g,Beverages,Tata Tea,240,266568,22492.88,1110.7,162,97,Reliance Retail,7,09-06-2025
Tiruvallur,Tiruvallur,TN-TIR-683,Hypermarket,Paneer 200g,Dairy,Milky Mist,208,25176.32,3248.62,121.04,836,133,HUL,3,02-01-2023
Tiruvallur,Avadi,TN-TIR-694,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,167,114797.47,8177.54,687.41,331,137,Metro Cash & Carry,8,10-09-2025
Tiruvallur,Tiruvallur,TN-TIR-544,Convenience,Soft Drink 2L,Beverages,Coca-Cola,258,120901.38,6648.07,468.61,858,98,Metro Cash & Carry,6,25-12-2025
Chennai,Chennai,TN-CHE-130,Supermarket,Toothpaste 150g,Personal Care,Colgate,68,63401.84,4556.82,932.38,969,249,Reliance Retail,6,15-09-2025
Pudukkottai,Pudukkottai,TN-PUD-685,Supermarket,Sugar 1kg,Staples,Madhur,185,193054.9,23202.07,1043.54,95,186,Metro Cash & Carry,8,14-06-2023
Tiruchirappalli,Srirangam,TN-TIR-638,Wholesale,Wheat Flour 1kg,Staples,Annapurna,33,34655.94,4235.38,1050.18,44,51,Local Distributor,10,12-01-2024
Thoothukudi,Thoothukudi,TN-THO-708,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,233,158950.27,36208.67,682.19,357,213,Reliance Retail,1,22-04-2024
Chennai,Chennai,TN-CHE-703,Hypermarket,Rice 5kg,Staples,Aachi,68,9518.64,2145.86,139.98,348,212,ITC,2,04-11-2025
Cuddalore,Cuddalore,TN-CUD-605,Convenience,Tea 500g,Beverages,Tata Tea,297,270270,14754.46,910,677,214,Metro Cash & Carry,6,02-11-2023
Tirunelveli,Tirunelveli,TN-TIR-332,Hypermarket,Curd 500g,Dairy,Aavin,112,110722.08,19575.4,988.59,16,148,HUL,1,28-01-2023
Karur,Karur,TN-KAR-120,Hypermarket,Bath Soap (Pack),Personal Care,Lux,93,101141.22,18229.86,1087.54,433,85,P&G,10,13-07-2025
Namakkal,Namakkal,TN-NAM-580,Convenience,Rice 5kg,Staples,Aachi,172,103869.08,21436.39,603.89,94,256,Local Distributor,5,16-09-2024
Cuddalore,Chidambaram,TN-CUD-517,Wholesale,Bath Soap (Pack),Personal Care,Lux,30,26100.9,4138.3,870.03,504,251,HUL,6,14-09-2024
Thoothukudi,Thoothukudi,TN-THO-324,Convenience,Biscuits Family Pack,Snacks,Britannia,38,13345.98,2416.47,351.21,917,190,Metro Cash & Carry,7,25-12-2024
Nagapattinam,Nagapattinam,TN-NAG-782,Convenience,Floor Cleaner 1L,Home Care,Lizol,106,100501.78,16312.73,948.13,876,108,Local Distributor,6,28-05-2025
Tirunelveli,Palayamkottai,TN-TIR-952,Wholesale,Coffee 200g,Beverages,Bru,227,266677.33,57595.39,1174.79,530,130,HUL,3,02-03-2023
Tiruvallur,Avadi,TN-TIR-473,Mall Outlet,Detergent 1kg,Home Care,Surf Excel,7,7774.83,1789.91,1110.69,297,112,HUL,7,23-03-2024
Thoothukudi,Thoothukudi,TN-THO-349,Wholesale,Soft Drink 2L,Beverages,Coca-Cola,177,184520.73,10394.93,1042.49,24,245,Local Distributor,5,15-10-2024
Coimbatore,Mettupalayam,TN-COI-838,Supermarket,Soft Drink 2L,Beverages,Coca-Cola,94,60890.38,7926.62,647.77,169,237,ITC,1,26-07-2025
Erode,Gobichettipalayam,TN-ERO-276,Mall Outlet,Coffee 200g,Beverages,Bru,295,21800.5,3128.11,73.9,232,284,Local Distributor,8,18-10-2023
Sivaganga,Karaikudi,TN-SIV-376,Convenience,Rice 5kg,Staples,Aachi,128,87479.04,4873.94,683.43,431,85,P&G,9,20-12-2024
Tiruchirappalli,Srirangam,TN-TIR-139,Hypermarket,Rice 5kg,Staples,Aachi,158,188193.8,10281.39,1191.1,189,295,Metro Cash & Carry,2,30-09-2024
Erode,Gobichettipalayam,TN-ERO-332,Supermarket,Sugar 1kg,Staples,Madhur,242,175212.84,35805.75,724.02,703,222,Local Distributor,4,03-04-2024
Karur,Karur,TN-KAR-292,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,62,11646.08,2112.18,187.84,589,57,P&G,3,01-04-2025
Namakkal,Namakkal,TN-NAM-571,Convenience,Sugar 1kg,Staples,Madhur,287,152761.49,28280.55,532.27,927,96,Local Distributor,6,16-08-2023
Coimbatore,Pollachi,TN-COI-472,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,275,67947,13112.58,247.08,358,139,P&G,6,14-06-2023
Thoothukudi,Thoothukudi,TN-THO-141,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,123,49511.19,3251.82,402.53,681,280,P&G,6,02-01-2025
Dindigul,Dindigul,TN-DIN-805,Wholesale,Wheat Flour 1kg,Staples,Annapurna,218,39270.52,3428.14,180.14,865,77,Reliance Retail,8,14-02-2024
Vellore,Katpadi,TN-VEL-356,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,76,77376.36,14203.22,1018.11,850,171,P&G,7,08-12-2023
Kanchipuram,Chengalpattu,TN-KAN-203,Hypermarket,Curd 500g,Dairy,Aavin,19,11897.04,1845.75,626.16,523,299,Local Distributor,8,14-03-2025
Tirunelveli,Tirunelveli,TN-TIR-703,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,222,154023.6,10283.73,693.8,852,160,HUL,1,26-04-2024
Virudhunagar,Sivakasi,TN-VIR-175,Wholesale,Detergent 1kg,Home Care,Surf Excel,35,13534.5,764.66,386.7,337,234,Metro Cash & Carry,10,20-10-2023
Salem,Attur,TN-SAL-551,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,93,106362.24,9898.35,1143.68,800,108,Metro Cash & Carry,9,22-12-2025
Coimbatore,Mettupalayam,TN-COI-614,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,154,121236.5,7448.39,787.25,378,205,HUL,7,01-09-2024
Namakkal,Namakkal,TN-NAM-979,Hypermarket,Garbage Bags,Home Care,Supreme,94,89000.14,8678.34,946.81,252,115,HUL,8,10-01-2025
Namakkal,Rasipuram,TN-NAM-487,Wholesale,Tea 500g,Beverages,Tata Tea,37,5551.11,645.3,150.03,604,56,Local Distributor,5,13-06-2024
Erode,Erode,TN-ERO-633,Hypermarket,Toothpaste 150g,Personal Care,Colgate,132,70532.88,12202.71,534.34,230,284,ITC,1,18-11-2023
Sivaganga,Karaikudi,TN-SIV-595,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,169,6530.16,518.6,38.64,598,79,Local Distributor,8,17-09-2023
Cuddalore,Chidambaram,TN-CUD-928,Supermarket,Paneer 200g,Dairy,Milky Mist,114,117595.56,17856.5,1031.54,862,159,HUL,10,20-06-2023
Coimbatore,Pollachi,TN-COI-615,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,84,17214.96,2904.87,204.94,252,151,Metro Cash & Carry,2,21-10-2024
Tiruvallur,Tiruvallur,TN-TIR-795,Wholesale,Curd 500g,Dairy,Aavin,252,38911.32,2154.95,154.41,140,194,Metro Cash & Carry,8,25-09-2025
Chennai,Chennai,TN-CHE-758,Convenience,Instant Noodles 4-pack,Snacks,Maggi,46,21175.18,1890.93,460.33,260,120,P&G,1,22-01-2023
Tirunelveli,Tirunelveli,TN-TIR-234,Wholesale,Floor Cleaner 1L,Home Care,Lizol,129,87892.86,14149.9,681.34,35,277,HUL,5,10-12-2024
Coimbatore,Coimbatore,TN-COI-708,Convenience,Floor Cleaner 1L,Home Care,Lizol,209,115798.54,14975.09,554.06,243,216,ITC,5,18-01-2023
Virudhunagar,Virudhunagar,TN-VIR-379,Wholesale,Paneer 200g,Dairy,Milky Mist,183,67922.28,4330.83,371.16,728,235,HUL,4,18-05-2025
Pudukkottai,Pudukkottai,TN-PUD-145,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,286,230155.64,32056.41,804.74,73,62,P&G,2,14-05-2024
Vellore,Katpadi,TN-VEL-484,Supermarket,Toor Dal 1kg,Pulses,24 Mantra,284,109737.6,8754.81,386.4,100,110,Metro Cash & Carry,9,13-12-2023
Namakkal,Namakkal,TN-NAM-277,Supermarket,Garbage Bags,Home Care,Supreme,105,86989.35,5685.58,828.47,770,222,Reliance Retail,9,06-09-2023
Kanchipuram,Kanchipuram,TN-KAN-525,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,280,192388,35305.68,687.1,88,216,Local Distributor,8,17-05-2024
Cuddalore,Cuddalore,TN-CUD-577,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,161,126330.26,17140.76,784.66,188,61,ITC,1,25-12-2024
Salem,Salem,TN-SAL-363,Supermarket,Wheat Flour 1kg,Staples,Annapurna,247,271136.84,38325.3,1097.72,444,111,P&G,9,17-01-2025
Chennai,Chennai,TN-CHE-206,Hypermarket,Coffee 200g,Beverages,Bru,239,6591.62,819.09,27.58,783,78,Metro Cash & Carry,2,26-06-2024
Thanjavur,Kumbakonam,TN-THA-365,Convenience,Curd 500g,Dairy,Aavin,246,46073.34,5947.4,187.29,346,149,ITC,10,17-01-2024
Tiruvallur,Avadi,TN-TIR-610,Supermarket,Shampoo 340ml,Personal Care,Clinic Plus,229,125137.05,23384.49,546.45,119,226,Local Distributor,9,21-10-2025
Kanchipuram,Kanchipuram,TN-KAN-966,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,186,91684.98,7050.06,492.93,411,245,Reliance Retail,8,24-03-2024
Chennai,Chennai,TN-CHE-472,Wholesale,Coffee 200g,Beverages,Bru,239,32544.63,5171.15,136.17,872,184,Reliance Retail,5,06-04-2023
Tirunelveli,Tirunelveli,TN-TIR-322,Convenience,Milk 1L,Dairy,Aavin,40,15050.8,3122.92,376.27,907,147,HUL,8,18-05-2025
Erode,Erode,TN-ERO-100,Convenience,Toor Dal 1kg,Pulses,24 Mantra,41,39791.73,5301.02,970.53,99,225,P&G,3,29-07-2023
Namakkal,Namakkal,TN-NAM-402,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,62,45206.68,11214.42,729.14,754,157,HUL,7,20-06-2024
Karur,Karur,TN-KAR-961,Convenience,Milk 1L,Dairy,Aavin,165,76723.35,18827.26,464.99,396,201,Metro Cash & Carry,8,14-02-2023
Erode,Gobichettipalayam,TN-ERO-664,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,6,320.4,50.71,53.4,498,224,Metro Cash & Carry,4,02-04-2025
Vellore,Vellore,TN-VEL-883,Convenience,Mineral Water 1L,Beverages,Bisleri,97,87421.25,6905.7,901.25,977,230,Metro Cash & Carry,2,10-12-2023
Karur,Karur,TN-KAR-492,Convenience,Soft Drink 2L,Beverages,Coca-Cola,119,41720.21,2450.49,350.59,270,62,Reliance Retail,3,12-07-2023
Madurai,Thirumangalam,TN-MAD-274,Hypermarket,Floor Cleaner 1L,Home Care,Lizol,85,29860.5,2234.03,351.3,197,55,ITC,9,22-08-2023
Tiruvallur,Avadi,TN-TIR-767,Supermarket,Detergent 1kg,Home Care,Surf Excel,176,144149.28,22366.79,819.03,746,252,Local Distributor,9,31-05-2024
Sivaganga,Karaikudi,TN-SIV-391,Mall Outlet,Soft Drink 2L,Beverages,Coca-Cola,234,177056.1,10867,756.65,165,288,HUL,2,01-10-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-385,Mall Outlet,Curd 500g,Dairy,Aavin,176,208676.16,25289.3,1185.66,755,74,Metro Cash & Carry,10,30-12-2025
Tiruchirappalli,Tiruchirappalli,TN-TIR-543,Supermarket,Detergent 1kg,Home Care,Surf Excel,113,86509.41,16172.27,765.57,980,271,Local Distributor,6,12-04-2025
Vellore,Vellore,TN-VEL-517,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,91,65859.43,16215.51,723.73,375,263,P&G,8,31-12-2023
Kanchipuram,Kanchipuram,TN-KAN-528,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,215,59585.1,13869.69,277.14,519,68,ITC,10,08-03-2024
Nagapattinam,Nagapattinam,TN-NAG-501,Mall Outlet,Tea 500g,Beverages,Tata Tea,29,4475.28,409.2,154.32,843,53,Reliance Retail,2,22-05-2025
Karur,Karur,TN-KAR-293,Hypermarket,Toor Dal 1kg,Pulses,24 Mantra,204,57472.92,14180.52,281.73,199,157,ITC,4,07-06-2023
Karur,Karur,TN-KAR-374,Mall Outlet,Wheat Flour 1kg,Staples,Annapurna,28,10818.08,1843.51,386.36,57,112,Reliance Retail,3,01-01-2025
Thanjavur,Kumbakonam,TN-THA-628,Convenience,Floor Cleaner 1L,Home Care,Lizol,120,50791.2,6817.17,423.26,990,260,HUL,10,11-09-2023
Salem,Attur,TN-SAL-971,Convenience,Coffee 200g,Beverages,Bru,83,15910.27,1820.63,191.69,984,278,P&G,2,15-06-2025
Thoothukudi,Thoothukudi,TN-THO-953,Mall Outlet,Tea 500g,Beverages,Tata Tea,170,115265.1,26007.67,678.03,644,239,P&G,8,12-05-2025
Tirunelveli,Tirunelveli,TN-TIR-938,Hypermarket,Coffee 200g,Beverages,Bru,212,207145.2,15391.48,977.1,555,151,HUL,10,18-06-2024
Namakkal,Rasipuram,TN-NAM-200,Hypermarket,Garbage Bags,Home Care,Supreme,133,52620.12,3618.33,395.64,398,105,ITC,10,11-05-2024
Chennai,Chennai,TN-CHE-712,Wholesale,Floor Cleaner 1L,Home Care,Lizol,177,165441.9,28845.2,934.7,666,200,Reliance Retail,5,12-01-2025
Sivaganga,Karaikudi,TN-SIV-238,Convenience,Wheat Flour 1kg,Staples,Annapurna,292,345325.04,59484.24,1182.62,887,95,Local Distributor,2,01-08-2025
Karur,Karur,TN-KAR-436,Supermarket,Curd 500g,Dairy,Aavin,210,130137,8238.78,619.7,211,105,Metro Cash & Carry,8,29-01-2024
Kanchipuram,Chengalpattu,TN-KAN-129,Wholesale,Sugar 1kg,Staples,Madhur,66,38610.66,3678.54,585.01,300,299,ITC,3,17-09-2024
Salem,Salem,TN-SAL-761,Hypermarket,Bath Soap (Pack),Personal Care,Lux,53,44109.25,6838.79,832.25,810,264,Local Distributor,4,06-05-2023
Kanchipuram,Kanchipuram,TN-KAN-289,Hypermarket,Curd 500g,Dairy,Aavin,165,63373.2,3351.38,384.08,912,189,ITC,5,17-08-2024
Thoothukudi,Thoothukudi,TN-THO-403,Mall Outlet,Bath Soap (Pack),Personal Care,Lux,84,68030.76,12492.53,809.89,161,227,P&G,4,23-01-2025
Chennai,Chennai,TN-CHE-549,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,51,8122.26,1601.45,159.26,436,218,ITC,6,03-05-2025
Thoothukudi,Thoothukudi,TN-THO-727,Mall Outlet,Toothpaste 150g,Personal Care,Colgate,57,21918.78,2637.06,384.54,635,188,Metro Cash & Carry,2,30-01-2024
Tiruvallur,Tiruvallur,TN-TIR-427,Convenience,Sugar 1kg,Staples,Madhur,158,159540.5,39569.82,1009.75,700,212,Metro Cash & Carry,1,07-11-2025
Tirunelveli,Palayamkottai,TN-TIR-980,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,18,14017.5,1593.25,778.75,327,207,P&G,3,26-12-2023
Coimbatore,Pollachi,TN-COI-278,Hypermarket,Detergent 1kg,Home Care,Surf Excel,200,171826,23463.95,859.13,679,289,Reliance Retail,10,21-12-2023
Tirunelveli,Palayamkottai,TN-TIR-339,Hypermarket,Garbage Bags,Home Care,Supreme,201,26142.06,2614.46,130.06,854,66,Local Distributor,9,28-01-2024
Virudhunagar,Virudhunagar,TN-VIR-955,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,161,27312.04,4936.41,169.64,879,88,P&G,1,14-02-2025
Kanchipuram,Kanchipuram,TN-KAN-624,Hypermarket,Bath Soap (Pack),Personal Care,Lux,214,52590.5,11106.62,245.75,690,182,Metro Cash & Carry,10,16-04-2024
Vellore,Katpadi,TN-VEL-313,Wholesale,Instant Noodles 4-pack,Snacks,Maggi,57,64301.7,12700.58,1128.1,390,161,Metro Cash & Carry,5,18-03-2023
Nagapattinam,Mayiladuthurai,TN-NAG-894,Convenience,Toothpaste 150g,Personal Care,Colgate,94,33412.3,6531.83,355.45,180,148,Metro Cash & Carry,3,06-11-2024
Dindigul,Dindigul,TN-DIN-560,Convenience,Coffee 200g,Beverages,Bru,179,177032.79,9620.28,989.01,882,138,HUL,9,07-12-2025
Virudhunagar,Sivakasi,TN-VIR-723,Convenience,Detergent 1kg,Home Care,Surf Excel,9,2821.59,382,313.51,926,204,Reliance Retail,5,31-10-2024
Erode,Gobichettipalayam,TN-ERO-715,Supermarket,Detergent 1kg,Home Care,Surf Excel,212,86326.4,8781.37,407.2,127,255,Metro Cash & Carry,9,17-02-2024
Chennai,Chennai,TN-CHE-880,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,179,61447.12,9837.42,343.28,972,166,HUL,5,06-08-2024
Virudhunagar,Sivakasi,TN-VIR-782,Wholesale,Floor Cleaner 1L,Home Care,Lizol,227,119640.35,20076.68,527.05,625,198,P&G,8,03-02-2023
Kanchipuram,Kanchipuram,TN-KAN-568,Supermarket,Curd 500g,Dairy,Aavin,31,3729.3,381.03,120.3,450,282,ITC,2,23-02-2023
Erode,Gobichettipalayam,TN-ERO-915,Wholesale,Toor Dal 1kg,Pulses,24 Mantra,177,85452.06,18445.16,482.78,428,160,Local Distributor,6,01-01-2023
Dindigul,Dindigul,TN-DIN-655,Mall Outlet,Curd 500g,Dairy,Aavin,15,12446.25,1579.08,829.75,678,124,P&G,10,06-01-2024
Erode,Gobichettipalayam,TN-ERO-810,Hypermarket,Instant Noodles 4-pack,Snacks,Maggi,227,158688.89,18333.84,699.07,904,299,P&G,6,04-02-2023
Dindigul,Palani,TN-DIN-518,Mall Outlet,Shampoo 340ml,Personal Care,Clinic Plus,253,107504.76,6354.85,424.92,844,232,Local Distributor,5,31-12-2023
Pudukkottai,Pudukkottai,TN-PUD-173,Wholesale,Garbage Bags,Home Care,Supreme,90,97327.8,20468.76,1081.42,127,126,ITC,3,07-11-2024
Coimbatore,Pollachi,TN-COI-979,Hypermarket,Garbage Bags,Home Care,Supreme,170,178182.1,44509.6,1048.13,438,240,HUL,7,08-09-2024
Nagapattinam,Nagapattinam,TN-NAG-744,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,269,210694.25,34679.02,783.25,776,241,Reliance Retail,9,17-04-2023
Cuddalore,Cuddalore,TN-CUD-430,Mall Outlet,Instant Noodles 4-pack,Snacks,Maggi,118,4998.48,1089.57,42.36,22,247,ITC,3,18-06-2025
Pudukkottai,Pudukkottai,TN-PUD-715,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,111,2420.91,263.37,21.81,942,178,P&G,3,29-09-2025
Tiruvallur,Avadi,TN-TIR-636,Wholesale,Detergent 1kg,Home Care,Surf Excel,29,31088.29,3962.46,1072.01,424,87,ITC,4,15-05-2025
Erode,Gobichettipalayam,TN-ERO-411,Convenience,Coffee 200g,Beverages,Bru,137,67883.5,13995.99,495.5,386,241,Local Distributor,4,21-04-2024
Tiruchirappalli,Tiruchirappalli,TN-TIR-790,Hypermarket,Coffee 200g,Beverages,Bru,118,53987.36,10037.63,457.52,90,172,Local Distributor,1,07-07-2025
Vellore,Vellore,TN-VEL-557,Convenience,Bath Soap (Pack),Personal Care,Lux,187,105460.52,23963.62,563.96,177,222,Reliance Retail,3,05-03-2025
Vellore,Katpadi,TN-VEL-555,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,26,16149.64,3720,621.14,567,284,Metro Cash & Carry,8,12-10-2025
Thoothukudi,Thoothukudi,TN-THO-891,Convenience,Soft Drink 2L,Beverages,Coca-Cola,144,119128.32,21444.6,827.28,963,123,Metro Cash & Carry,6,11-10-2023
Sivaganga,Karaikudi,TN-SIV-968,Hypermarket,Paneer 200g,Dairy,Milky Mist,240,227738.4,51385.87,948.91,890,57,HUL,8,08-03-2025
Tiruvallur,Avadi,TN-TIR-670,Wholesale,Toothpaste 150g,Personal Care,Colgate,17,5658.62,453.03,332.86,981,271,Reliance Retail,7,14-08-2025
Namakkal,Namakkal,TN-NAM-415,Mall Outlet,Paneer 200g,Dairy,Milky Mist,184,47043.28,3182.64,255.67,324,243,Reliance Retail,4,01-03-2024
Coimbatore,Pollachi,TN-COI-702,Supermarket,Wheat Flour 1kg,Staples,Annapurna,28,19425,2050.36,693.75,34,253,Reliance Retail,6,26-03-2025
Namakkal,Namakkal,TN-NAM-347,Convenience,Bath Soap (Pack),Personal Care,Lux,180,55461.6,13678.95,308.12,819,135,Local Distributor,7,18-01-2025
Vellore,Katpadi,TN-VEL-284,Hypermarket,Sugar 1kg,Staples,Madhur,215,113350.15,6390.49,527.21,699,284,Local Distributor,1,17-03-2023
Thoothukudi,Thoothukudi,TN-THO-129,Mall Outlet,Sunflower Oil 1L,Cooking Oil,Gold Winner,40,3628.8,359.62,90.72,315,199,Local Distributor,6,13-05-2025
Madurai,Madurai,TN-MAD-714,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,295,211824.75,27499.18,718.05,321,70,ITC,9,28-07-2023
Dindigul,Dindigul,TN-DIN-866,Wholesale,Bath Soap (Pack),Personal Care,Lux,210,109857.3,12347.06,523.13,313,170,Reliance Retail,7,10-07-2023
Nagapattinam,Mayiladuthurai,TN-NAG-623,Wholesale,Rice 5kg,Staples,Aachi,148,128797,25323.49,870.25,421,152,Local Distributor,7,29-10-2023
Virudhunagar,Virudhunagar,TN-VIR-858,Convenience,Sugar 1kg,Staples,Madhur,193,95893.98,23550.62,496.86,600,145,ITC,9,19-05-2023
Thoothukudi,Thoothukudi,TN-THO-818,Hypermarket,Shampoo 340ml,Personal Care,Clinic Plus,6,5288.34,871.78,881.39,190,177,Reliance Retail,5,05-02-2023
Dindigul,Palani,TN-DIN-958,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,278,144101.3,33564.82,518.35,68,114,ITC,6,18-05-2023
Erode,Erode,TN-ERO-644,Wholesale,Milk 1L,Dairy,Aavin,21,8060.43,898.78,383.83,888,112,HUL,9,04-07-2023
Thoothukudi,Thoothukudi,TN-THO-850,Mall Outlet,Biscuits Family Pack,Snacks,Britannia,90,29534.4,3244.25,328.16,309,261,HUL,1,20-01-2024
Dindigul,Palani,TN-DIN-388,Supermarket,Rice 5kg,Staples,Aachi,90,99113.4,9434.21,1101.26,516,173,Local Distributor,4,01-01-2025
Madurai,Thirumangalam,TN-MAD-523,Convenience,Detergent 1kg,Home Care,Surf Excel,250,94222.5,8551.39,376.89,992,102,P&G,2,01-11-2025
Erode,Erode,TN-ERO-244,Convenience,Floor Cleaner 1L,Home Care,Lizol,196,49156.8,11312.97,250.8,993,157,P&G,9,10-06-2023
Namakkal,Namakkal,TN-NAM-736,Mall Outlet,Garbage Bags,Home Care,Supreme,191,147543.68,27849.36,772.48,500,190,Metro Cash & Carry,6,04-12-2024
Virudhunagar,Virudhunagar,TN-VIR-928,Mall Outlet,Floor Cleaner 1L,Home Care,Lizol,160,136470.4,25312.98,852.94,996,69,HUL,9,07-02-2025
Dindigul,Palani,TN-DIN-927,Mall Outlet,Toor Dal 1kg,Pulses,24 Mantra,197,111037.08,22382.82,563.64,182,105,Metro Cash & Carry,4,18-07-2023
Sivaganga,Sivaganga,TN-SIV-418,Mall Outlet,Mineral Water 1L,Beverages,Bisleri,51,33982.32,6568.62,666.32,42,237,ITC,4,27-12-2025
Madurai,Thirumangalam,TN-MAD-986,Wholesale,Coffee 200g,Beverages,Bru,137,23292.74,3990.98,170.02,836,94,P&G,3,30-07-2023
Virudhunagar,Sivakasi,TN-VIR-688,Wholesale,Shampoo 340ml,Personal Care,Clinic Plus,31,31362.39,6181.56,1011.69,104,94,ITC,9,05-10-2024
Salem,Attur,TN-SAL-297,Convenience,Sunflower Oil 1L,Cooking Oil,Gold Winner,49,18078.55,2355.91,368.95,201,113,ITC,6,30-12-2024
Namakkal,Namakkal,TN-NAM-969,Supermarket,Sunflower Oil 1L,Cooking Oil,Gold Winner,169,47941.92,4217.06,283.68,827,128,P&G,1,10-07-2025
